Snapshot_Date,EmployeeID,Division,Season_Label,Monthly_Stress_Score,Workload_Volume, Column E AND f CAN CALCUALATE USING LLMS
01/12/2025,EMP1373,Operations,Year End Closing,3.74,58,
01/01/2025,EMP1374,Procurement,CNY / Year End,4.65,46,
01/02/2025,EMP1374,Procurement,CNY / Year End,4.61,51,
01/03/2025,EMP1374,Procurement,Ramadan / Raya,3.75,49,
01/04/2025,EMP1374,Procurement,Ramadan / Raya,4.09,57,
01/05/2025,EMP1374,Procurement,Normal Operations,3.73,52,
01/06/2025,EMP1374,Procurement,Normal Operations,2.78,47,
01/07/2025,EMP1374,Procurement,Normal Operations,3.46,54,
01/08/2025,EMP1374,Procurement,Normal Operations,2.3,48,
01/09/2025,EMP1374,Procurement,Normal Operations,3.51,58,
01/10/2025,EMP1374,Procurement,Normal Operations,3.51,58,
01/11/2025,EMP1374,Procurement,11.11 Mega Sale,2.41,68,
01/12/2025,EMP1374,Procurement,Year End Closing,4.17,53,
01/01/2025,EMP1375,Sales,CNY / Year End,3.24,56,
01/02/2025,EMP1375,Sales,CNY / Year End,3.1,48,
01/03/2025,EMP1375,Sales,Ramadan / Raya,3.69,51,
01/04/2025,EMP1375,Sales,Ramadan / Raya,3.35,59,
01/05/2025,EMP1375,Sales,Normal Operations,3.85,48,
01/06/2025,EMP1375,Sales,Normal Operations,2.52,58,
01/07/2025,EMP1375,Sales,Normal Operations,3.11,46,
01/08/2025,EMP1375,Sales,Normal Operations,3.91,48,
01/09/2025,EMP1375,Sales,Normal Operations,3.28,47,
01/10/2025,EMP1375,Sales,Normal Operations,2.5,54,
01/11/2025,EMP1375,Sales,11.11 Mega Sale,2.68,69,
01/12/2025,EMP1375,Sales,Year End Closing,3.75,57,
01/01/2025,EMP1376,Sales,CNY / Year End,2.74,48,
01/02/2025,EMP1376,Sales,CNY / Year End,2.65,51,
01/03/2025,EMP1376,Sales,Ramadan / Raya,3.07,50,
01/04/2025,EMP1376,Sales,Ramadan / Raya,2.59,46,
01/05/2025,EMP1376,Sales,Normal Operations,2.95,45,
01/06/2025,EMP1376,Sales,Normal Operations,2.78,55,
01/07/2025,EMP1376,Sales,Normal Operations,3.66,45,
01/08/2025,EMP1376,Sales,Normal Operations,3.03,48,
01/09/2025,EMP1376,Sales,Normal Operations,2.61,52,
01/10/2025,EMP1376,Sales,Normal Operations,2.14,59,
01/11/2025,EMP1376,Sales,11.11 Mega Sale,3.48,56,
01/12/2025,EMP1376,Sales,Year End Closing,5.77,47,
01/01/2025,EMP1377,Procurement,CNY / Year End,5.41,51,
01/02/2025,EMP1377,Procurement,CNY / Year End,4.23,59,
01/03/2025,EMP1377,Procurement,Ramadan / Raya,2.83,59,
01/04/2025,EMP1377,Procurement,Ramadan / Raya,3.67,50,
01/05/2025,EMP1377,Procurement,Normal Operations,3.45,49,
01/06/2025,EMP1377,Procurement,Normal Operations,2.5,50,
01/07/2025,EMP1377,Procurement,Normal Operations,3.26,46,
01/08/2025,EMP1377,Procurement,Normal Operations,2.81,52,
01/09/2025,EMP1377,Procurement,Normal Operations,3.35,50,
01/10/2025,EMP1377,Procurement,Normal Operations,2.57,55,
01/11/2025,EMP1377,Procurement,11.11 Mega Sale,2.99,58,
01/12/2025,EMP1377,Procurement,Year End Closing,3.74,47,
01/01/2025,EMP1378,HR,CNY / Year End,3.3,58,
01/02/2025,EMP1378,HR,CNY / Year End,3.36,58,
01/03/2025,EMP1378,HR,Ramadan / Raya,3.78,50,
01/04/2025,EMP1378,HR,Ramadan / Raya,4.41,52,
01/05/2025,EMP1378,HR,Normal Operations,3.09,55,
01/06/2025,EMP1378,HR,Normal Operations,3.18,45,
01/07/2025,EMP1378,HR,Normal Operations,3.09,45,
01/08/2025,EMP1378,HR,Normal Operations,2.72,58,
01/09/2025,EMP1378,HR,Normal Operations,3.01,52,
01/10/2025,EMP1378,HR,Normal Operations,2.73,47,
01/11/2025,EMP1378,HR,11.11 Mega Sale,2.96,55,
01/12/2025,EMP1378,HR,Year End Closing,4.23,53,
01/01/2025,EMP1379,Operations,CNY / Year End,3.1,47,
01/02/2025,EMP1379,Operations,CNY / Year End,4.33,59,
01/03/2025,EMP1379,Operations,Ramadan / Raya,4.84,56,
01/04/2025,EMP1379,Operations,Ramadan / Raya,2.62,45,
01/05/2025,EMP1379,Operations,Normal Operations,2.35,48,
01/06/2025,EMP1379,Operations,Normal Operations,3.04,46,
01/07/2025,EMP1379,Operations,Normal Operations,2.57,55,
01/08/2025,EMP1379,Operations,Normal Operations,2.83,49,
01/09/2025,EMP1379,Operations,Normal Operations,2.96,48,
01/10/2025,EMP1379,Operations,Normal Operations,2.28,50,
01/11/2025,EMP1379,Operations,11.11 Mega Sale,7.31,97,
01/12/2025,EMP1379,Operations,Year End Closing,3.59,47,
01/01/2025,EMP1380,Digital,CNY / Year End,3.07,56,
01/02/2025,EMP1380,Digital,CNY / Year End,3.34,45,
01/03/2025,EMP1380,Digital,Ramadan / Raya,3.3,55,
01/04/2025,EMP1380,Digital,Ramadan / Raya,3.78,46,
01/05/2025,EMP1380,Digital,Normal Operations,3.44,59,
01/06/2025,EMP1380,Digital,Normal Operations,3.57,47,
01/07/2025,EMP1380,Digital,Normal Operations,2.89,59,
01/08/2025,EMP1380,Digital,Normal Operations,2.47,50,
01/09/2025,EMP1380,Digital,Normal Operations,3.17,48,
01/10/2025,EMP1380,Digital,Normal Operations,2.83,47,
01/11/2025,EMP1380,Digital,11.11 Mega Sale,3.7,69,
01/12/2025,EMP1380,Digital,Year End Closing,3.08,51,
01/01/2025,EMP1381,Sales,CNY / Year End,2.95,59,
01/02/2025,EMP1381,Sales,CNY / Year End,3.64,58,
01/03/2025,EMP1381,Sales,Ramadan / Raya,3.59,45,
01/04/2025,EMP1381,Sales,Ramadan / Raya,3.84,52,
01/05/2025,EMP1381,Sales,Normal Operations,3.56,53,
01/06/2025,EMP1381,Sales,Normal Operations,2.09,51,
01/07/2025,EMP1381,Sales,Normal Operations,2.77,49,
01/08/2025,EMP1381,Sales,Normal Operations,2.77,46,
01/09/2025,EMP1381,Sales,Normal Operations,2.77,52,
01/10/2025,EMP1381,Sales,Normal Operations,2.64,55,
01/11/2025,EMP1381,Sales,11.11 Mega Sale,3.63,59,
01/12/2025,EMP1381,Sales,Year End Closing,5.03,54,
01/01/2025,EMP1382,Sales,CNY / Year End,3.09,48,
01/02/2025,EMP1382,Sales,CNY / Year End,3.26,45,
01/03/2025,EMP1382,Sales,Ramadan / Raya,3.26,53,
01/04/2025,EMP1382,Sales,Ramadan / Raya,3.96,48,
01/05/2025,EMP1382,Sales,Normal Operations,3.48,54,
01/06/2025,EMP1382,Sales,Normal Operations,2.4,50,
01/07/2025,EMP1382,Sales,Normal Operations,3.56,46,
01/08/2025,EMP1382,Sales,Normal Operations,2.42,47,
01/09/2025,EMP1382,Sales,Normal Operations,2.56,46,
01/10/2025,EMP1382,Sales,Normal Operations,3.4,56,
01/11/2025,EMP1382,Sales,11.11 Mega Sale,4.23,56,
01/12/2025,EMP1382,Sales,Year End Closing,4.69,53,
01/01/2025,EMP1383,Procurement,CNY / Year End,4.63,59,
01/02/2025,EMP1383,Procurement,CNY / Year End,4.27,56,
01/03/2025,EMP1383,Procurement,Ramadan / Raya,3.24,56,
01/04/2025,EMP1383,Procurement,Ramadan / Raya,3.42,55,
01/05/2025,EMP1383,Procurement,Normal Operations,2.42,58,
01/06/2025,EMP1383,Procurement,Normal Operations,3.03,50,
01/07/2025,EMP1383,Procurement,Normal Operations,4.03,45,
01/08/2025,EMP1383,Procurement,Normal Operations,2.89,49,
01/09/2025,EMP1383,Procurement,Normal Operations,2.46,56,
01/10/2025,EMP1383,Procurement,Normal Operations,1.89,54,
01/11/2025,EMP1383,Procurement,11.11 Mega Sale,3.3,66,
01/12/2025,EMP1383,Procurement,Year End Closing,3.88,46,
01/01/2025,EMP1384,HR,CNY / Year End,2.17,55,
01/02/2025,EMP1384,HR,CNY / Year End,3.61,51,
01/03/2025,EMP1384,HR,Ramadan / Raya,3.8,51,
01/04/2025,EMP1384,HR,Ramadan / Raya,3.86,52,
01/05/2025,EMP1384,HR,Normal Operations,2.26,51,
01/06/2025,EMP1384,HR,Normal Operations,3.03,59,
01/07/2025,EMP1384,HR,Normal Operations,3.02,51,
01/08/2025,EMP1384,HR,Normal Operations,3,55,
01/09/2025,EMP1384,HR,Normal Operations,3.75,49,
01/10/2025,EMP1384,HR,Normal Operations,3.21,54,
01/11/2025,EMP1384,HR,11.11 Mega Sale,3.22,59,
01/12/2025,EMP1384,HR,Year End Closing,4.4,58,
01/01/2025,EMP1385,HR,CNY / Year End,2.97,55,
01/02/2025,EMP1385,HR,CNY / Year End,3.49,57,
01/03/2025,EMP1385,HR,Ramadan / Raya,3.71,50,
01/04/2025,EMP1385,HR,Ramadan / Raya,4.2,55,
01/05/2025,EMP1385,HR,Normal Operations,3.19,54,
01/06/2025,EMP1385,HR,Normal Operations,3.65,58,
01/07/2025,EMP1385,HR,Normal Operations,2.95,54,
01/08/2025,EMP1385,HR,Normal Operations,2.4,55,
01/09/2025,EMP1385,HR,Normal Operations,3.2,47,
01/10/2025,EMP1385,HR,Normal Operations,3.8,46,
01/11/2025,EMP1385,HR,11.11 Mega Sale,3.01,60,
01/12/2025,EMP1385,HR,Year End Closing,3.57,57,
01/01/2025,EMP1386,HR,CNY / Year End,2.9,55,
01/02/2025,EMP1386,HR,CNY / Year End,3.3,51,
01/03/2025,EMP1386,HR,Ramadan / Raya,3.4,46,
01/04/2025,EMP1386,HR,Ramadan / Raya,3.71,45,
01/05/2025,EMP1386,HR,Normal Operations,2.81,45,
01/06/2025,EMP1386,HR,Normal Operations,3.54,58,
01/07/2025,EMP1386,HR,Normal Operations,3.79,53,
01/08/2025,EMP1386,HR,Normal Operations,3.33,59,
01/09/2025,EMP1386,HR,Normal Operations,2.79,57,
01/10/2025,EMP1386,HR,Normal Operations,2.36,52,
01/11/2025,EMP1386,HR,11.11 Mega Sale,4.07,69,
01/12/2025,EMP1386,HR,Year End Closing,3.72,45,
01/01/2025,EMP1387,HR,CNY / Year End,3.21,51,
01/02/2025,EMP1387,HR,CNY / Year End,2.92,47,
01/03/2025,EMP1387,HR,Ramadan / Raya,4.68,51,
01/04/2025,EMP1387,HR,Ramadan / Raya,4.02,52,
01/05/2025,EMP1387,HR,Normal Operations,2.34,51,
01/06/2025,EMP1387,HR,Normal Operations,4,58,
01/07/2025,EMP1387,HR,Normal Operations,2.75,58,
01/08/2025,EMP1387,HR,Normal Operations,3.33,56,
01/09/2025,EMP1387,HR,Normal Operations,2.61,45,
01/10/2025,EMP1387,HR,Normal Operations,3.04,50,
01/11/2025,EMP1387,HR,11.11 Mega Sale,3.96,57,
01/12/2025,EMP1387,HR,Year End Closing,3.99,48,
01/01/2025,EMP1388,Sales,CNY / Year End,3.39,46,
01/02/2025,EMP1388,Sales,CNY / Year End,3.69,57,
01/03/2025,EMP1388,Sales,Ramadan / Raya,4.09,47,
01/04/2025,EMP1388,Sales,Ramadan / Raya,3.41,46,
01/05/2025,EMP1388,Sales,Normal Operations,3.1,52,
01/06/2025,EMP1388,Sales,Normal Operations,2.46,50,
01/07/2025,EMP1388,Sales,Normal Operations,3.42,57,
01/08/2025,EMP1388,Sales,Normal Operations,2.34,48,
01/09/2025,EMP1388,Sales,Normal Operations,3.33,53,
01/10/2025,EMP1388,Sales,Normal Operations,3.29,50,
01/11/2025,EMP1388,Sales,11.11 Mega Sale,3.93,63,
01/12/2025,EMP1388,Sales,Year End Closing,5.41,46,
01/01/2025,EMP1389,Digital,CNY / Year End,3.31,59,
01/02/2025,EMP1389,Digital,CNY / Year End,2.82,54,
01/03/2025,EMP1389,Digital,Ramadan / Raya,3.64,49,
01/04/2025,EMP1389,Digital,Ramadan / Raya,2.67,55,
01/05/2025,EMP1389,Digital,Normal Operations,3.26,46,
01/06/2025,EMP1389,Digital,Normal Operations,2.13,59,
01/07/2025,EMP1389,Digital,Normal Operations,2.67,49,
01/08/2025,EMP1389,Digital,Normal Operations,3.05,59,
01/09/2025,EMP1389,Digital,Normal Operations,4.02,57,
01/10/2025,EMP1389,Digital,Normal Operations,2.74,55,
01/11/2025,EMP1389,Digital,11.11 Mega Sale,3.42,56,
01/12/2025,EMP1389,Digital,Year End Closing,4.02,45,
01/01/2025,EMP1390,Procurement,CNY / Year End,5.02,48,
01/02/2025,EMP1390,Procurement,CNY / Year End,4.04,53,
01/03/2025,EMP1390,Procurement,Ramadan / Raya,4.01,56,
01/04/2025,EMP1390,Procurement,Ramadan / Raya,3.14,59,
01/05/2025,EMP1390,Procurement,Normal Operations,2.42,56,
01/06/2025,EMP1390,Procurement,Normal Operations,3.01,52,
01/07/2025,EMP1390,Procurement,Normal Operations,2.82,55,
01/08/2025,EMP1390,Procurement,Normal Operations,3.17,55,
01/09/2025,EMP1390,Procurement,Normal Operations,3.35,51,
01/10/2025,EMP1390,Procurement,Normal Operations,3.11,50,
01/11/2025,EMP1390,Procurement,11.11 Mega Sale,3.07,55,
01/12/2025,EMP1390,Procurement,Year End Closing,4.13,59,
01/01/2025,EMP1391,Digital,CNY / Year End,4.03,57,
01/02/2025,EMP1391,Digital,CNY / Year End,3.95,53,
01/03/2025,EMP1391,Digital,Ramadan / Raya,3.05,57,
01/04/2025,EMP1391,Digital,Ramadan / Raya,3.28,45,
01/05/2025,EMP1391,Digital,Normal Operations,3.26,55,
01/06/2025,EMP1391,Digital,Normal Operations,2.81,47,
01/07/2025,EMP1391,Digital,Normal Operations,3.26,52,
01/08/2025,EMP1391,Digital,Normal Operations,3.46,46,
01/09/2025,EMP1391,Digital,Normal Operations,3.4,58,
01/10/2025,EMP1391,Digital,Normal Operations,3.34,51,
01/11/2025,EMP1391,Digital,11.11 Mega Sale,3.32,55,
01/12/2025,EMP1391,Digital,Year End Closing,4.25,47,
01/01/2025,EMP1392,Operations,CNY / Year End,2.92,46,
01/02/2025,EMP1392,Operations,CNY / Year End,2.96,57,
01/03/2025,EMP1392,Operations,Ramadan / Raya,3.97,59,
01/04/2025,EMP1392,Operations,Ramadan / Raya,3.92,46,
01/05/2025,EMP1392,Operations,Normal Operations,2.76,49,
01/06/2025,EMP1392,Operations,Normal Operations,2.53,55,
01/07/2025,EMP1392,Operations,Normal Operations,2.5,53,
01/08/2025,EMP1392,Operations,Normal Operations,2.93,59,
01/09/2025,EMP1392,Operations,Normal Operations,3.36,52,
01/10/2025,EMP1392,Operations,Normal Operations,2.45,57,
01/11/2025,EMP1392,Operations,11.11 Mega Sale,6.89,94,
01/12/2025,EMP1392,Operations,Year End Closing,4.58,53,
01/01/2025,EMP1393,Operations,CNY / Year End,3.25,47,
01/02/2025,EMP1393,Operations,CNY / Year End,4.14,45,
01/03/2025,EMP1393,Operations,Ramadan / Raya,4.15,56,
01/04/2025,EMP1393,Operations,Ramadan / Raya,3.55,49,
01/05/2025,EMP1393,Operations,Normal Operations,2.38,55,
01/06/2025,EMP1393,Operations,Normal Operations,2.05,50,
01/07/2025,EMP1393,Operations,Normal Operations,3.11,58,
01/08/2025,EMP1393,Operations,Normal Operations,2.43,52,
01/09/2025,EMP1393,Operations,Normal Operations,2.9,52,
01/10/2025,EMP1393,Operations,Normal Operations,2.23,47,
01/11/2025,EMP1393,Operations,11.11 Mega Sale,6.51,87,
01/12/2025,EMP1393,Operations,Year End Closing,4.23,47,
01/01/2025,EMP1394,Sales,CNY / Year End,3.04,50,
01/02/2025,EMP1394,Sales,CNY / Year End,3.94,47,
01/03/2025,EMP1394,Sales,Ramadan / Raya,3.2,53,
01/04/2025,EMP1394,Sales,Ramadan / Raya,4.42,57,
01/05/2025,EMP1394,Sales,Normal Operations,2.64,51,
01/06/2025,EMP1394,Sales,Normal Operations,2.42,56,
01/07/2025,EMP1394,Sales,Normal Operations,3.49,58,
01/08/2025,EMP1394,Sales,Normal Operations,3.21,54,
01/09/2025,EMP1394,Sales,Normal Operations,3.37,59,
01/10/2025,EMP1394,Sales,Normal Operations,2.97,53,
01/11/2025,EMP1394,Sales,11.11 Mega Sale,3.12,63,
01/12/2025,EMP1394,Sales,Year End Closing,4.93,53,
01/01/2025,EMP1395,Operations,CNY / Year End,2.73,56,
01/02/2025,EMP1395,Operations,CNY / Year End,3.68,51,
01/03/2025,EMP1395,Operations,Ramadan / Raya,3.71,55,
01/04/2025,EMP1395,Operations,Ramadan / Raya,4.04,55,
01/05/2025,EMP1395,Operations,Normal Operations,3.06,48,
01/06/2025,EMP1395,Operations,Normal Operations,2.63,56,
01/07/2025,EMP1395,Operations,Normal Operations,3.12,46,
01/08/2025,EMP1395,Operations,Normal Operations,3.86,52,
01/09/2025,EMP1395,Operations,Normal Operations,2.31,57,
01/10/2025,EMP1395,Operations,Normal Operations,3.7,52,
01/11/2025,EMP1395,Operations,11.11 Mega Sale,7.16,97,
01/12/2025,EMP1395,Operations,Year End Closing,3.31,54,
01/01/2025,EMP1396,Operations,CNY / Year End,3.36,59,
01/02/2025,EMP1396,Operations,CNY / Year End,2.96,53,
01/03/2025,EMP1396,Operations,Ramadan / Raya,3.19,50,
01/04/2025,EMP1396,Operations,Ramadan / Raya,4.56,45,
01/05/2025,EMP1396,Operations,Normal Operations,3.76,56,
01/06/2025,EMP1396,Operations,Normal Operations,2.73,46,
01/07/2025,EMP1396,Operations,Normal Operations,2.95,57,
01/08/2025,EMP1396,Operations,Normal Operations,3.17,49,
01/09/2025,EMP1396,Operations,Normal Operations,2.85,49,
01/10/2025,EMP1396,Operations,Normal Operations,2.86,55,
01/11/2025,EMP1396,Operations,11.11 Mega Sale,6.94,95,
01/12/2025,EMP1396,Operations,Year End Closing,4.02,45,
01/01/2025,EMP1397,HR,CNY / Year End,2.76,59,
01/02/2025,EMP1397,HR,CNY / Year End,3.42,59,
01/03/2025,EMP1397,HR,Ramadan / Raya,3.21,59,
01/04/2025,EMP1397,HR,Ramadan / Raya,3.41,49,
01/05/2025,EMP1397,HR,Normal Operations,3.62,47,
01/06/2025,EMP1397,HR,Normal Operations,2.62,52,
01/07/2025,EMP1397,HR,Normal Operations,3.56,53,
01/08/2025,EMP1397,HR,Normal Operations,3.28,55,
01/09/2025,EMP1397,HR,Normal Operations,2.78,55,
01/10/2025,EMP1397,HR,Normal Operations,3.76,58,
01/11/2025,EMP1397,HR,11.11 Mega Sale,4.16,68,
01/12/2025,EMP1397,HR,Year End Closing,3.66,46,
01/01/2025,EMP1398,HR,CNY / Year End,3.39,48,
01/02/2025,EMP1398,HR,CNY / Year End,4.45,55,
01/03/2025,EMP1398,HR,Ramadan / Raya,4.25,57,
01/04/2025,EMP1398,HR,Ramadan / Raya,4.24,50,
01/05/2025,EMP1398,HR,Normal Operations,3.2,57,
01/06/2025,EMP1398,HR,Normal Operations,3.77,50,
01/07/2025,EMP1398,HR,Normal Operations,3.27,57,
01/08/2025,EMP1398,HR,Normal Operations,2.41,53,
01/09/2025,EMP1398,HR,Normal Operations,3.34,47,
01/10/2025,EMP1398,HR,Normal Operations,3.47,45,
01/11/2025,EMP1398,HR,11.11 Mega Sale,3.91,66,
01/12/2025,EMP1398,HR,Year End Closing,3.11,54,
01/01/2025,EMP1399,HR,CNY / Year End,3.74,52,
01/02/2025,EMP1399,HR,CNY / Year End,3.39,52,
01/03/2025,EMP1399,HR,Ramadan / Raya,4.09,59,
01/04/2025,EMP1399,HR,Ramadan / Raya,3.16,50,
01/05/2025,EMP1399,HR,Normal Operations,3.38,46,
01/06/2025,EMP1399,HR,Normal Operations,3.26,58,
01/07/2025,EMP1399,HR,Normal Operations,2.01,48,
01/08/2025,EMP1399,HR,Normal Operations,3.35,48,
01/09/2025,EMP1399,HR,Normal Operations,2.5,45,
01/10/2025,EMP1399,HR,Normal Operations,3.34,57,
01/11/2025,EMP1399,HR,11.11 Mega Sale,3.78,66,
01/12/2025,EMP1399,HR,Year End Closing,4.07,58,
01/01/2025,EMP1400,Procurement,CNY / Year End,4.89,55,
01/02/2025,EMP1400,Procurement,CNY / Year End,5.25,51,
01/03/2025,EMP1400,Procurement,Ramadan / Raya,3.45,57,
01/04/2025,EMP1400,Procurement,Ramadan / Raya,3.46,47,
01/05/2025,EMP1400,Procurement,Normal Operations,2.32,48,
01/06/2025,EMP1400,Procurement,Normal Operations,3.17,51,
01/07/2025,EMP1400,Procurement,Normal Operations,1.69,54,
01/08/2025,EMP1400,Procurement,Normal Operations,2.86,48,
01/09/2025,EMP1400,Procurement,Normal Operations,3,58,
01/10/2025,EMP1400,Procurement,Normal Operations,3.46,46,
01/11/2025,EMP1400,Procurement,11.11 Mega Sale,3.79,69,
01/12/2025,EMP1400,Procurement,Year End Closing,3.25,47,
01/01/2025,EMP1401,HR,CNY / Year End,3.16,59,
01/02/2025,EMP1401,HR,CNY / Year End,3.66,57,
01/03/2025,EMP1401,HR,Ramadan / Raya,3.84,51,
01/04/2025,EMP1401,HR,Ramadan / Raya,4.75,45,
01/05/2025,EMP1401,HR,Normal Operations,2.51,45,
01/06/2025,EMP1401,HR,Normal Operations,3.09,51,
01/07/2025,EMP1401,HR,Normal Operations,3.33,46,
01/08/2025,EMP1401,HR,Normal Operations,2.65,54,
01/09/2025,EMP1401,HR,Normal Operations,2.68,47,
01/10/2025,EMP1401,HR,Normal Operations,2.66,59,
01/11/2025,EMP1401,HR,11.11 Mega Sale,3.67,55,
01/12/2025,EMP1401,HR,Year End Closing,3.91,53,
01/01/2025,EMP1402,Sales,CNY / Year End,3.53,54,
01/02/2025,EMP1402,Sales,CNY / Year End,3.47,47,
01/03/2025,EMP1402,Sales,Ramadan / Raya,3,54,
01/04/2025,EMP1402,Sales,Ramadan / Raya,3.69,55,
01/05/2025,EMP1402,Sales,Normal Operations,2.79,57,
01/06/2025,EMP1402,Sales,Normal Operations,2.71,45,
01/07/2025,EMP1402,Sales,Normal Operations,3.37,52,
01/08/2025,EMP1402,Sales,Normal Operations,3.56,53,
01/09/2025,EMP1402,Sales,Normal Operations,3.74,55,
01/10/2025,EMP1402,Sales,Normal Operations,3.11,59,
01/11/2025,EMP1402,Sales,11.11 Mega Sale,2.63,57,
01/12/2025,EMP1402,Sales,Year End Closing,5.06,52,
01/01/2025,EMP1403,Procurement,CNY / Year End,4.02,48,
01/02/2025,EMP1403,Procurement,CNY / Year End,5.34,50,
01/03/2025,EMP1403,Procurement,Ramadan / Raya,3.39,45,
01/04/2025,EMP1403,Procurement,Ramadan / Raya,3.23,57,
01/05/2025,EMP1403,Procurement,Normal Operations,3.16,47,
01/06/2025,EMP1403,Procurement,Normal Operations,2.42,58,
01/07/2025,EMP1403,Procurement,Normal Operations,3.95,51,
01/08/2025,EMP1403,Procurement,Normal Operations,3.02,57,
01/09/2025,EMP1403,Procurement,Normal Operations,2.96,49,
01/10/2025,EMP1403,Procurement,Normal Operations,2.43,55,
01/11/2025,EMP1403,Procurement,11.11 Mega Sale,2.92,66,
01/12/2025,EMP1403,Procurement,Year End Closing,4.54,47,
01/01/2025,EMP1404,Sales,CNY / Year End,2.75,48,
01/02/2025,EMP1404,Sales,CNY / Year End,3.62,49,
01/03/2025,EMP1404,Sales,Ramadan / Raya,2.95,53,
01/04/2025,EMP1404,Sales,Ramadan / Raya,3.82,46,
01/05/2025,EMP1404,Sales,Normal Operations,2.44,59,
01/06/2025,EMP1404,Sales,Normal Operations,2.86,54,
01/07/2025,EMP1404,Sales,Normal Operations,3.38,55,
01/08/2025,EMP1404,Sales,Normal Operations,3.35,51,
01/09/2025,EMP1404,Sales,Normal Operations,3.04,51,
01/10/2025,EMP1404,Sales,Normal Operations,2.47,49,
01/11/2025,EMP1404,Sales,11.11 Mega Sale,4.2,57,
01/12/2025,EMP1404,Sales,Year End Closing,4.54,55,
01/01/2025,EMP1405,Digital,CNY / Year End,4.18,46,
01/02/2025,EMP1405,Digital,CNY / Year End,3.75,54,
01/03/2025,EMP1405,Digital,Ramadan / Raya,3.15,46,
01/04/2025,EMP1405,Digital,Ramadan / Raya,3.15,59,
01/05/2025,EMP1405,Digital,Normal Operations,2.83,50,
01/06/2025,EMP1405,Digital,Normal Operations,2.96,47,
01/07/2025,EMP1405,Digital,Normal Operations,2.95,53,
01/08/2025,EMP1405,Digital,Normal Operations,3.61,48,
01/09/2025,EMP1405,Digital,Normal Operations,1.68,56,
01/10/2025,EMP1405,Digital,Normal Operations,3.08,56,
01/11/2025,EMP1405,Digital,11.11 Mega Sale,3.52,59,
01/12/2025,EMP1405,Digital,Year End Closing,3.76,58,
01/01/2025,EMP1406,Sales,CNY / Year End,2.57,50,
01/02/2025,EMP1406,Sales,CNY / Year End,3.45,54,
01/03/2025,EMP1406,Sales,Ramadan / Raya,3.9,49,
01/04/2025,EMP1406,Sales,Ramadan / Raya,4.93,57,
01/05/2025,EMP1406,Sales,Normal Operations,3.3,53,
01/06/2025,EMP1406,Sales,Normal Operations,3.14,49,
01/07/2025,EMP1406,Sales,Normal Operations,3.48,45,
01/08/2025,EMP1406,Sales,Normal Operations,3.12,48,
01/09/2025,EMP1406,Sales,Normal Operations,4.16,53,
01/10/2025,EMP1406,Sales,Normal Operations,2.82,54,
01/11/2025,EMP1406,Sales,11.11 Mega Sale,4.5,55,
01/12/2025,EMP1406,Sales,Year End Closing,4.8,51,
01/01/2025,EMP1407,HR,CNY / Year End,3.24,57,
01/02/2025,EMP1407,HR,CNY / Year End,2.95,59,
01/03/2025,EMP1407,HR,Ramadan / Raya,3.82,55,
01/04/2025,EMP1407,HR,Ramadan / Raya,4.43,57,
01/05/2025,EMP1407,HR,Normal Operations,3.25,46,
01/06/2025,EMP1407,HR,Normal Operations,3.09,55,
01/07/2025,EMP1407,HR,Normal Operations,2.96,47,
01/08/2025,EMP1407,HR,Normal Operations,2.23,58,
01/09/2025,EMP1407,HR,Normal Operations,1.94,52,
01/10/2025,EMP1407,HR,Normal Operations,3.12,46,
01/11/2025,EMP1407,HR,11.11 Mega Sale,3.94,61,
01/12/2025,EMP1407,HR,Year End Closing,4.21,52,
01/01/2025,EMP1408,Procurement,CNY / Year End,4.02,51,
01/02/2025,EMP1408,Procurement,CNY / Year End,4.2,57,
01/03/2025,EMP1408,Procurement,Ramadan / Raya,3.87,56,
01/04/2025,EMP1408,Procurement,Ramadan / Raya,3.32,55,
01/05/2025,EMP1408,Procurement,Normal Operations,2.66,52,
01/06/2025,EMP1408,Procurement,Normal Operations,2.88,56,
01/07/2025,EMP1408,Procurement,Normal Operations,1.78,53,
01/08/2025,EMP1408,Procurement,Normal Operations,4,49,
01/09/2025,EMP1408,Procurement,Normal Operations,1.81,46,
01/10/2025,EMP1408,Procurement,Normal Operations,3.16,56,
01/11/2025,EMP1408,Procurement,11.11 Mega Sale,3.7,62,
01/12/2025,EMP1408,Procurement,Year End Closing,4.38,46,
01/01/2025,EMP1409,Procurement,CNY / Year End,5.42,52,
01/02/2025,EMP1409,Procurement,CNY / Year End,4.33,47,
01/03/2025,EMP1409,Procurement,Ramadan / Raya,4.02,59,
01/04/2025,EMP1409,Procurement,Ramadan / Raya,4.65,45,
01/05/2025,EMP1409,Procurement,Normal Operations,2.91,59,
01/06/2025,EMP1409,Procurement,Normal Operations,2.59,45,
01/07/2025,EMP1409,Procurement,Normal Operations,2.11,58,
01/08/2025,EMP1409,Procurement,Normal Operations,3.55,51,
01/09/2025,EMP1409,Procurement,Normal Operations,4.11,58,
01/10/2025,EMP1409,Procurement,Normal Operations,3.82,54,
01/11/2025,EMP1409,Procurement,11.11 Mega Sale,3.23,55,
01/12/2025,EMP1409,Procurement,Year End Closing,5,47,
01/01/2025,EMP1410,Procurement,CNY / Year End,4.18,48,
01/02/2025,EMP1410,Procurement,CNY / Year End,4.47,53,
01/03/2025,EMP1410,Procurement,Ramadan / Raya,3.8,50,
